brand,b1
brass,a2
brave,a2
breach,b2
bread,a1
breadth,b2
break,a1
breakfast,a1
breakthrough,b2
breast,b1
breath,a2
breed,b1
brevity,c1
brew,a2
brick,a2
bride,b1
bridge,a1
brilliant,a2
bring,a1
brink,c1
broad,a2
broadband,c1
broadcast,a2
broadly,b2
brochure,b2
broker,b2
bronze,b1
brook,a2
brother,a1
brown,a1
browse,b2
brush,a1
brutal,b2
brutality,b2
bubble,a2
buck,b1
bucket,b1
buddy,b1
budget,a2
buffalo,b2
build,a1
bulge,b2
bulk,b1
bull,a2
bunch,a2
burden,a2
bureau,b2
bureaucracy,b1
bureaucrat,c1
bureaucratic,b2
burial,b1
burn,a1
bus,a1
business,a1
busy,a1
but,a1
butter,a1
butterfly,b2
button,a1
buy,a1
by,a1
bye,a1
bypass,b1
cab,b1
cabin,a2
cabinet,b1
cable,b1
cache,c1
cafe,b1
cake,a1
calcium,a2
calculate,b1
calculation,b2
calendar,b2
calibrate,c1
calibration,b2
call,a1
calling,b2
calm,a2
calorie,b2
camera,a1
camouflage,b2
camp,a1
campaign,a2
campus,b1
can,a1
canal,a2
cancel,a2
candid,c1
candle,a2
canon,b2
canopy,c1
cap,a1
capability,b1
capable,b1
capacity,b1
capitalism,b1
capitalize,b2
capitulate,c1
capsize,b2
capsule,b2
captain,a1
caption,b2
captive,b2
capture,a2
car,a1
carbon,a2
carcinogen,c1
card,a1
cardinal,b2
care,a1
career,a2
careful,a2
carefully,a2
carnival,b2
carpet,a2
carrier,b1
carry,a1
cartoon,b1
carve,b2
cascade,b1
case,a2
cash,a2
casino,b2
cast,b1
castle,a1
casual,a2
casualties,c1
casualty,b2
cat,a1
catalog,b1
catalogue,b1
catalyst,b2
catch,a1
categorize,b2
category,a2
cater,c1
cattle,a2
cause,a2
caustic,c1
caution,b1
caveat,c1
cease,c1
ceiling,a2
celebrate,a2
celebration,b1
celebrity,b1
celestial,c1
cellular,b1
cemetery,b2
census,b2
cent,a1
center,a1
centerpiece,b2
central,a2
centralize,b2
century,a2
cereal,b2
cerebral,b2
ceremony,a2
certainty,b1
cessation,c1
chain,a2
chair,a1
chairman,b1
challenge,a2
chamber,b1
champagne,b2
champion,a2
championship,a2
chance,a1
chancellor,b1
change,a1
channel,b1
chaos,b1
chapel,b1
chapter,b1
character,a2
characteristic,a2
characterize,b1
charge,a2
charitable,b2
charity,a2
charm,b1
chart,a2
charter,b1
chase,a2
chat,a2
cheap,a1
check,a2
checkpoint,b2
cheek,a1
cheer,a2
cheese,a1
chef,a2
chemical,b1
chemistry,a2
chicken,a1
child,a1
childhood,a2
children,a1
chin,a1
chip,a2
chocolate,a2
choir,b2
choose,a1
chord,b2
chorus,b2
chronic,b1
chronicle,b1
chronological,b2
chunk,b1
church,a1
cigarette,b1
cipher,b2
circle,a1
circuit,b1
circumscribe,c1
circumstance,a2
circumvent,b2
citation,b1
cite,b1
citizen,a2
city,a1
civic,b2
civil,a2
civilian,b1
civilization,a2
clad,c1
claim,b1
clamp,c1
clandestine,c1
clarity,b1
clash,b1
class,a1
classic,b1
classical,a2
classification,b2
classify,b1
classroom,a1
clay,b2
clean,a1
clear,a1
clearance,b2
clearly,a2
clergy,b2
clerk,a2
clever,a2
click,b1
client,a2
clientele,b2
cliff,a2
climate,a2
climax,b2
climb,a1
climbing,a2
cling,b2
clinic,a2
clinical,b1
clip,b1
cloak,b2
clock,a1
close,a1
closely,b1
clothes,a1
clothing,a2
cloud,a1
cluster,a2
coach,a2
coal,a2
coalesce,c1
coalition,b1
coat,a1
cocktail,b1
codify,c1
coerce,c1
coercion,c1
coffee,a1
cognitive,b1
cognizant,c1
coherence,b2
coherent,c1
coin,a1
coincide,b2
coincidence,b1
cold,a1
collaborate,b2
collaboration,b1
collaborative,b2
collapse,a2
collar,b2
collateral,b2
colleague,a2
colleagues,b2
collect,a1
collection,a2
collective,b1
collector,b1
colloquial,c1
colonial,b1
colony,a2
color,a1
column,a2
comb,a1
combat,b1
combination,a2
combine,b1
come,a1
comedy,a2
comfort,a2
comfortable,a2
command,a2
commander,a2
commemorate,c1
commemorative,b2
commence,b1
commentary,b1
commerce,b1
commercial,a2
commission,a2
commissioner,b1
commit,b1
commitment,b1
committee,b1
commodify,c1
commodity,b1
common,a1
communicate,a2
communication,a2
communion,b2
communist,b2
community,a2
companion,a2
comparable,b1
compare,a2
comparison,a2
compatible,b1
compel,b1
compelling,b1
compensate,b1
compensation,b1
compete,a2
competence,b1
competent,b1
competition,a2
competitor,a2
compilation,b2
compile,b1
complacent,c1
complain,a2
complaint,a2
complement,b2
complete,a2
completely,a2
complex,a2
complexity,b1
compliance,b2
compliant,b2
complication,b1
complicit,c1
comply,b1
component,b1
compose,a2
composition,b1
compositor,b2
compound,b2
comprehend,b2
comprehensive,a2
comprise,c1
compromise,b1
compulsion,c1
compulsory,b1
computer,a1
conceal,c1
concede,b2
conceive,b2
concentrate,a2
concentration,b1
concern,a2
concerned,a2
concession,b2
conclude,a2
conclusion,a2
concomitant,c1
concrete,a2
condemn,b2
condition,a2
condone,c1
confederation,b2
confer,c1
conference,a2
confess,a2
confession,b2
confidence,a2
confident,a2
confidential,b1
configuration,b2
confine,b2
confirm,a2
confirmation,b1
confiscate,c1
confiscation,b2
conflagration,c1
confront,b1
confrontation,b2
confuse,b1
confusion,a2
congregation,b1
congressional,b1
conjecture,c1
conjunction,b2
connect,a2
connection,a2
conquer,b2
conscience,b2
conscientious,c1
consciously,b2
consciousness,a2
conscription,b2
consecutive,c1
consensus,b1
consent,b2
consequence,a2
consequently,b1
conservation,b1
conservative,a2
consider,a2
considerable,a2
considerably,b1
consideration,b1
consign,c1
consist,b1
consistent,b1
consolidate,b2
consolidated,b2
consolidation,c1
consortium,c1
conspiracy,b2
constantly,b1
constellation,b2
constituent,c1
constitutional,b2
constitutionalist,b2
constraint,c1
construct,a2
construction,a2
construe,c1
consult,a2
consultant,b1
consultation,b2
consume,b1
consumer,a2
consumption,a2
contagious,c1
contain,a2
contemplate,b2
contemplation,b2
contemporary,a2
contempt,b2
contemptuous,c1
contend,b2
content,a2
contention,b2
contest,a2
context,b1
continent,a2
contingent,c1
continue,a2
continuity,c1
contraband,c1
contractor,b1
contradict,c1
contradiction,b2
contradictory,c1
contravene,c1
contribute,a2
contribution,a2
contributor,b2
control,a2
controversial,b1
controversy,b1
convalesce,c1
convenience,a2
convenient,a2
convention,a2
converge,c1
convergent,c1
conversation,a2
conversational,b2
conversely,c1
conversion,b1
convey,b2
convict,c1
conviction,b1
convince,a2
convivial,c1
convoluted,c1
convoy,b2
cook,a1
cookie,a1
cool,a1
cooperate,b1
cooperation,a2
cooperative,b2
coordinate,b1
coordination,b2
cope,b1
copious,c1
copy,a2
copyright,b1
core,a2
corn,a1
corner,a1
corporal,c1
corporate,b1
corporation,b1
correct,a1
correction,a2
correlate,b2
correlation,c1
correspond,a2
correspondence,b2
correspondent,b1
corridor,b1
corroborate,c1
corrode,c1
corruption,b1
cost,a1
costume,b1
cottage,b1
cotton,a2
could,a1
counsel,b1
counselor,b2
count,a1
counter,b1
counteract,c1
counterfeit,c1
counterpart,b2
countless,a2
country,a1
county,b1
couple,a2
courage,a2
course,a1
courtesy,b2
covenant,c1
cover,a1
coverage,b1
covert,c1
cow,a1
cozy,b2
crack,b1
crackdown,b2
craft,b1
crane,b1
crash,a2
cream,a1
create,a2
creative,a2
creativity,b2
creature,a2
credence,c1
credential,c1
credibility,b1
creditor,b2
creed,b2
crew,a2
cricket,b1
crime,a2
criminal,a2
criterion,b1
criticism,a2
criticize,b1
critique,b2
crop,a2
cross,a1
crowd,a2
crown,a1
crucial,b1
cruel,a2
cruelty,b2
crush,b1
cry,a1
crystal,b1
cuisine,b2
culminate,c1
culmination,b2
culpable,c1
cultural,a2
culture,a2
cumbersome,c1
cup,a1
curate,c1
curator,b2
curb,c1
cure,b1
curiosity,a2
curious,b1
curly,a1
currency,a2
curriculum,b1
curtail,c1
curve,a2
cushion,a1
custody,b1
custom,a2
customer,a2
cut,a1
cutting,b1
cycle,a2
cynic,c1
cynical,c1
cynicism,b2
dad,a1
daily,a2
dairy,b2
dam,b1
damage,a2
dance,a1
danger,a2
dangerous,a2
dark,a1
data,a2
database,a2
daughter,a1
daunting,c1
dawn,a2
day,a1
dead,a2
deadline,b1
deaf,a2
deafen,b2
deal,a2
dealer,b1
dean,b2
dear,a1
dearth,c1
death,a2
debacle,c1
debase,c1
debate,a2
debilitate,c1
debris,b2
debt,b1
debunk,c1
debut,b1
decade,b1
decay,a2
deceive,a2
december,a1
decent,b1
decentralize,c1
deception,b2
decide,a1
decimal,b2
decipher,c1
decision,a2
decisive,b2
declaration,a2
declare,b1
decline,b1
decompose,b2
decorate,a2
decoration,b1
decorum,c1
decrease,a2
decree,b2
dedicate,c1
dedication,b2
deem,c1
deep,a1
deer,a1
defamation,b2
default,b1
defect,b2
defend,b1
defender,b1
defer,c1
deference,c1
defiance,b2
deficiency,b1
deficit,b1
definitely,b1
definition,a2
definitive,c1
deforestation,c1
deft,c1
degrade,c1
degree,a2
deity,b2
delay,a2
delegate,c1
delegation,b2
deliberate,b1
deliberately,b1
deliberation,b2
delicate,b2
delight,b2
delineate,c1
delinquent,c1
deliver,a2
deluge,c1
demand,a2
demise,c1
democracy,a2
democrat,b1
democratic,b1
demographic,b1
demolish,c1
demon,b2
demonstrate,a2
demonstration,b1
denomination,b2
denote,c1
dense,c1
density,b2
denunciate,c1
deny,b1
department,a2
departure,a2
depend,a2
dependence,b2
dependent,a2
depict,b2
deplete,c1
deploy,b2
deployment,b2
deposit,a2
deposition,c1
depreciate,c1
depreciation,b2
depression,a2
deprive,b2
deputy,b1
deregulate,c1
derelict,c1
derivative,c1
derive,b1
describe,a2
description,a2
desert,a2
deserve,a2
design,a2
designate,b2
designer,b1
desirable,b2
desire,a2
desk,a1
desktop,b1
desperate,b1
desperately,b1
despite,a2
despondent,c1
destination,b1
destiny,b2
destruction,b1
detect,b1
detection,b2
detective,a2
detention,b1
deter,c1
deteriorate,b2
deterioration,c1
determination,a2
detrimental,c1
devastate,b2
develop,a2
developer,b1
development,a2
deviate,c1
deviation,b2
device,a2
devil,b1
devise,c1
devolution,c1
devotion,b2
diabetes,b2
diagnose,b2
diagnosis,b2
diagram,b1
dialect,b1
dialog,b1
dialogue,a2
diary,b1
dichotomy,c1
dictate,b1
dictatorship,b2
dictionary,a1
die,a1
diesel,b2
diet,a2
dietary,b1
differ,a2
different,a1
differential,b2
differentiate,c1
difficult,a1
diffuse,c1
dig,a2
digital,a2
dignity,b2
digression,c1
dilapidated,c1
dilemma,b2
dimension,a2
diminish,b1
dinner,a1
diploma,b2
diplomacy,b2
diplomat,b1
diplomatic,b2
direction,a1
directive,b2
director,a2
dirty,a1
disability,a2
disabled,a2
disappear,a2
disappoint,a2
disarmament,b2
disaster,a2
discard,c1
discern,c1
discharge,b1
discipline,a2
disclaimer,b2
disclose,b1
discordant,c1
discount,a2
discourse,b1
discover,a2
discovery,a2
discrepancy,c1
discrete,b2
discretion,c1
discretionary,c1
discrimination,b1
discussion,a2
disenchant,c1
disenfranchise,c1
disgusting,a2
dish,a1
disheveled,c1
disingenuous,c1
dismantle,c1
dismiss,a2
disorder,b1
disparage,c1
disparity,c1
disperse,c1
displace,c1
displacement,b1
display,b1
disposal,b1
disposition,b2
dispute,a2
disregard,c1
disrupt,c1
disruption,c1
disseminate,b2
dissent,c1
dissertation,b2
dissipate,c1
dissolve,c1
distance,a2
distant,a2
distill,c1
distinct,a2
distinction,a2
distinctive,b1
distinctly,c1
distinguish,a2
distort,b2
distribute,b2
distribution,a2
disturb,a2
disturbance,b2
diverge,c1
divergence,c1
divergent,b2
diverse,b1
diversion,c1
diversity,b1
divide,a2
dividend,b2
divine,b1
divorce,b1
do,a1
dock,b2
doctor,a1
doctrine,b1
document,a2
documentary,a2
documentation,b1
dog,a1
dogma,c1
dogmatic,c1
doll,a1
dollar,a1
domain,b1
domestic,a2
dominance,c1
dominant,b1
dominate,a2
dominican,b2
dominion,b2
donate,b2
donation,b1
donor,b1
door,a1
dormant,c1
dose,b1
double,a2
doubt,a2
down,a1
downfall,b2
downstairs,a1
downtown,a2
downturn,b2
downward,c1
dozen,a2
draft,b1
draftsman,b2
drag,a2
drainage,b2
dramatic,a2
dramatically,b1
drastic,c1
draw,a1
drawing,a2
dread,b2
dream,a1
dress,a1
drift,b1
drink,a1
drive,a1
driver,a1
drop,a1
drought,b2
drum,a1
dry,a1
duck,a1
dull,a2
dump,a2
duplication,b2
durable,b2
duration,b1
during,a1
dust,a1
duty,a2
dwell,b2
dynamic,a2
dynamics,b1
each,a1
eager,a2
ear,a1
early,a1
earn,a2
earth,a1
earthquake,b2
ease,b1
east,a1
eastern,a1
eat,a1
ebullient,c1
ecclesiastical,c1
echelon,c1
ecological,b1
economic,a2
economically,b2
economy,a2
ecosystem,b1
edge,a2
edification,b2
edition,b1
editor,b1
editorial,a2
education,a2
effect,a2
effectively,b1
effectiveness,b1
efficacy,c1
efficiency,b1
efficient,a2
efficiently,b1
effluent,c1
effort,a2
egalitarian,c1
egg,a1
eight,a1
eighteen,a1
eighth,a1
eighty,a1
either,a2
elaborate,b1
elderly,b1
election,a2
electoral,b1
electorate,b2
electricity,a2
electrode,b2
electronic,a2
elegance,b2
elegant,a2
element,b1
elementary,a2
elephant,a1
elevation,b2
eleven,a1
elicit,c1
eligible,b1
eliminate,a2
elimination,b1
elite,b1
eloquent,c1
elsewhere,a2
elucidate,c1
email,a1
emanate,c1
emancipate,c1
embargo,b2
embarrassment,b2
embassy,b1
embed,c1
embellish,c1
embezzle,c1
embodiment,b2
embody,c1
embrace,b1
embroil,c1
emergence,b2
emergency,a2
emigrate,b2
eminent,c1
emission,a2
emotion,a2
emotional,b1
emotionally,b2
empathy,b2
emperor,b2
emphasis,b1
emphasize,b1
empire,a2
empirical,b2
employ,a2
employee,a2
employer,a2
employment,a2
empower,b2
empowerment,b2
empty,a1
emulate,c1
enable,a2
enact,b2
enactment,c1
encapsulate,c1
encompass,b2
encounter,b1
encourage,a2
encroach,c1
encumber,c1
encyclopedia,b2
end,a1
endeavor,b1
endemic,c1
endless,a2
endorse,b1
endowment,c1
endurance,b2
endure,b1
enemy,a1
energy,b1
enforce,b1
enforcement,b1
engage,a2
engagement,b1
engender,c1
engine,a1
engineer,a2
engineering,a2
enhance,c1
enhanced,b2
enigma,c1
enjoy,a1
enjoyment,a2
enlighten,c1
ennui,c1
enormous,a2
enough,a1
enrollment,b2
entail,c1
enter,a1
enterprise,a2
entertainment,a2
enthusiasm,a2
enthusiastic,b1
entire,a2
entity,b1
entrance,a1
entrepreneur,b1
entrepreneurial,b2
entry,a2
enumeration,c1
envelope,a1
environment,a2
environmental,b1
envision,b2
envoy,b2
epidemic,b2
episode,b1
epitome,c1
epoch,c1
equal,a2
equality,a2
equally,b1
equanimity,c1
equate,b2
equation,b2
equator,b2
equip,b2
equipment,a2
equitable,c1
equity,b1
equivalence,b2
equivalent,b2
equivocal,c1
era,a2
eradicate,c1
erode,c1
erosion,b1
errant,c1
erratic,b2
error,a2
eruption,b2
escalate,b2
escalation,b2
escape,a2
eschew,c1
escort,b1
esoteric,c1
especially,a2
espionage,c1
essay,a2
essence,b2
essential,a2
essentially,b1
establish,a2
estate,a2
esteem,c1
estimate,b1
eternal,b2
ethic,b1
ethical,b1
ethics,b1
ethnic,a2
etiquette,b2
etymology,c1
euphemism,c1
euro,b2
evacuate,b2
evaluate,a2
evaluation,b1
evanescent,c1
evangelical,b2
evasion,b2
even,a1
evening,a1
event,a2
eventual,b1
eventually,a2
ever,a1
every,a1
everybody,a1
everyone,a1
everything,a1
everywhere,a1
evict,c1
evidence,a2
evident,a2
evil,a2
evoke,c1
evolution,b1
evolve,b1
exacerbate,c1
exact,a2
exactly,a2
exaggerate,b2
exaggeration,b2
exam,a1
examination,a2
examine,a2
example,a1
exasperate,c1
excavate,b2
excavation,b2
exceed,b1
exceedingly,c1
excellent,a2
except,a2
exception,a2
exceptional,b2
excerpt,c1
excess,b2
excessive,b1
exchange,a2
excise,b2
excited,a1
excitement,a2
exciting,a2
exclude,b1
exclusion,b2
exclusive,a2
exclusively,b1
excoriate,c1
excuse,a2
execute,b1
execution,b1
executive,a2
exemplify,c1
exempt,b1
exemption,b2
exercise,a1
exert,c1
exhaust,b2
exhibit,b1
exhibition,a2
exhibitor,b2
exhort,c1
exile,b2
exist,a2
exodus,c1
exonerate,b2
exotic,b2
expand,a2
expansion,a2
expect,a2
expectation,b1
expedient,c1
expedite,c1
expedition,b1
expense,b1
expensive,a1
experience,a2
experiment,a2
expert,a2
expertise,b1
explain,a2
explanation,a2
explicit,b1
exploit,b2
exploitation,b2
exploration,a2
explore,a2
explosion,b1
explosive,b1
exponent,c1
exponential,b2
export,a2
expose,a2
exposition,b2
exposure,b1
express,a2
expression,a2
extemporaneous,c1
extend,a2
extension,b1
extensively,b1
extent,b1
extenuate,c1
exterior,b2
external,a2
extinction,b2
extra,a1
extract,b1
extradite,c1
extraordinary,a2
extravagant,c1
extreme,a2
extricate,c1
exuberant,c1
eye,a1
eyebrow,b2
eyewitness,b2
fabric,a2
fabricate,b2
fabrication,b2
face,a1
facet,c1
facile,c1
facilitate,b2
facilitation,b2
facility,a2
fact,a1
faction,b2
factor,a2
factorial,b2
factory,a1
faculty,b1
fail,a2
fair,a2
fairly,a2
fairy,a1
faith,a2
fall,a1
fallacious,c1
false,a2
fame,b1
family,a1
famine,b2
famous,a2
fan,a1
fanatical,c1
fancy,a2
fantasy,b1
far,a1
fare,a2
farm,a1
farming,b1
fascinate,b2
fascinating,b1
fascination,b2
fascism,b2
fashion,a2
fast,a1
fastidious,c1
fatal,a2
fate,b1
father,a1
fatuous,c1
fault,a2
favor,a2
favorable,b1
favorite,a1
fear,a2
feasibility,b2
feasible,b2
feast,a2
feature,a2
featured,b1
february,a1
federal,a2
federalism,c1
fee,b1
feed,a2
feel,a1
fellow,b1
female,a2
feminist,b1
fence,a1
fertility,b1
fervent,c1
festival,a2
few,a1
fiber,a2
fibre,c1
fiction,a2
fide,c1
fidelity,b2
field,a1
fierce,a2
fifteen,a1
fifth,a1
fifty,a1
fight,a2
figurative,b2
figure,a2
fill,a1
film,a1
filter,b2
final,a2
finally,a2
finance,b1
financial,a2
find,a1
fine,a1
finger,a1
finish,a1
fire,a1
firm,a2
first,a1
fiscal,b1
fish,a1
fit,a2
five,a1
fix,a1
fixture,b1
flag,a1
flagship,c1
flamboyant,c1
flame,a2
flash,a2
flat,a1
flatter,b2
flavor,b1
flaw,c1
flee,b1
fleet,b1
flesh,a2
flew,a1
flexibility,b1
flight,a2
flip,b1
float,a2
flock,b1
flood,a2
floor,a1
florid,c1
flotation,b2
flourish,b2
flow,a2
flower,a1
fluctuate,b2
fluctuation,c1
fluency,b2
fluid,b1
fly,a1
focal,c1
focus,a2
fold,a1
folk,a2
folklore,b2
follow,a2
follower,c1
following,a2
foment,c1
food,a1
fool,a2
foot,a1
footage,b1
football,a2
footprint,c1
for,a1
forbid,a2
force,a2
forecast,a2
foreground,b2
foreign,a2
foreigner,b2
forest,a1
forestall,c1
forestry,b2
forever,a2
forge,b2
forget,a1
fork,a1
formal,a2
format,a2
former,a2
formerly,b1
formidable,b2
formula,b1
formulation,c1
forthcoming,c1
fortification,b2
fortify,c1
fortuitous,c1
fortune,a2
forty,a1
forum,b1
forward,a2
fossil,b1
foster,b1
found,a2
foundation,a2
founding,b1
fountain,b1
four,a1
fourteen,a1
fox,a1
fracas,c1
fraction,b1
fracture,b2
fragment,b1
fragmentation,c1
frame,a2
framework,a2
franchise,b1
fraught,c1
free,a1
freedom,a2
freeze,a1
freight,b1
frenetic,c1
frenzy,c1
frequency,b1
frequent,a2
fresh,a2
friction,b1
friday,a1
fridge,a2
friend,a1
friendly,a1
